Xtf_id,Name,Zip,Place,Operator,Contact,OperatorAddress,Phone,Web,Mail,BeginningOfOperation,Power,Energy,HouseConnections,NetLength,EnergySource1,EnergySource2,PositionAccuracy,x,y
tn72,Wärmeverbund Möhlin Fuchsrain,4313,Möhlin,"AEW Energie AG, Aarau",Wärmeverbund Möhlin AG,Hauptstrasse 36,628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.7,,,,5,,102,2630616.9,1267825
tn73,Wärmeverbund Möhlin Salzstrasse,4313,Möhlin,"AEW Energie AG, Aarau",Wärmeverbund Möhlin AG,Hauptstrasse 36,628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,,0.18,,,,6,,102,2629896.9,1268937.9
tn312,Fernwärmeverbund Hindelbank,3324,Hindelbank,Localnet AG,Localnet AG,Bernstrasse 102<br />3401 Burgdorf,344200020,https://www.localnet.ch/waerme/anlagen-projekte/fernwaerme-hindelbank/,info@localnet.ch,2013,1.954,3908,,,15,8,103,2607621.4,1211605
tn313,Wärmeverbund Höchstetten,3429,Höchstetten,Genossenschaft Wärmeverbund Höchstetten,Genossenschaft Wärmeverbund Höchstetten,Heinrichswilstrasse 1,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2011,0.3,,,0.81,5,,103,2614614.3,1221498.2
tn1134,Wärmeverbund Oberdorf,4436,Oberdorf,EBL,,"Mühlemattstrasse 6, 4410 Liestal",800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,,1.905,2403,58,,5,,103,2623557.739,1249290.163
tn315,Wärmeverbund Huttwil Woodwork,4950,Huttwil,Woodwork AG,Andreas Ruch,Industriestrasse 8,629597777,https://www.woodwork.ch,info@woodwork.ch,2014,1.1,,,,5,,103,2632158,1217954
tn317,Strafanstalt Witzwil,3236,Ins,Anstalten Witzwil,Anstalten Witzwil,,316356511,https://www.bernerzeitung.ch/region/kanton-bern/kredit-fuer-sanierungen-am-gefaengnis-witzwil-gekuerzt/story/13648753,jva.witzwil@pom.be.ch,2000,1.8,,,,5,,103,2571174.1,1203957.5
tn318,Wärmeverbund ARA Worblental,3063,Ittigen,EBL,Genossenschaft Elektra Baselland,"Mühlemattstrasse 6, 4410 Liestal",619261111,https://mueller-energie-consulting.ch/referenzen/waermeverbund-ara-worblental/,info@ebl.ch,2019,17.5,35000,,11,15,14,103,2601210.6,1203279.5
tn319,Wohnüberbauung Worblenpark Ittigen,3063,Ittigen,Wohnüberbauung Worblenpark,Wohnüberbauung Worblenpark,untere Zollgasse 127-139,344025522,https://www.buderus.com/ch/de/wissen/referenzen/regenerative-energien/pelletsanlagen-pellets-erdtanks/,info@heiztechnik-langnau.ch,2010,0.22,,,,6,,102,2603506.6,1202437.3
tn320,Wärmeverbund Jegenstorf ARA,3303,Jegenstorf,Localnet AG,Localnet AG,Bernstrasse 102<br />3401 Burgdorf,344200020,https://www.localnet.ch/waerme/anlagen-projekte/fernwaerme-jegenstorf/,info@localnet.ch,2016,2.225,4450,18,3.95,15,7,103,2607621.4,1211605
tn321,Wärmeverbund Jegenstorf Holzschnitzel,3303,Jegenstorf,David Weyeneth,David Weyeneth,Quellenweg 20,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2015,0.35,700,2,0.2,5,,103,2604956.4,1211014.2
tn322,Nahwärmeversorgung Kandersteg,3718,Kandersteg,Gemeinde Kandersteg,Gemeinde Kandersteg,Aeussere Dorfstrasse 26,336758222,https://www.holzenergie.ch/uploads/tx_ttproducts/datasheet/22_BewaehrteFirmen_5.pdf,info@gemeindekandersteg.ch,2000,0.9,,,,5,,101,2618104.3,1149322.5
tn323,Wärmeverbund 1 B Kernenried,3309,Kernenried,Urs Bütikofer,Urs Bütikofer,Dorfstrasse 11,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2013,0.55,1100,23,1.8,5,,103,2608451.7,1213525.7
tn324,Wärmeverbund Kirchlindach,3038,Kirchlindach,Martin Baumgartner,Martin Baumgartner,Diemerswilstrasse 1,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2012,0.25,,,0.48,5,,103,2599028.4,1205864.2
tn325,Wärmeverbund Köniz Stapfen,3098,Köniz,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,584775656,https://www.bac.ch/privatkunden/referenzen,info@bac.ch,2013,2.9,5000,,,3,1,103,2598132.6,1196538.8
tn1145,Wärmeverbund Tenniken,4456,Tenniken,Einwohnergemeinde Tenniken,,Alte Landstrasse 32,619730700,https://www.tenniken.ch,gemeinde@tenniken.ch,,,,53,,5,,101,2628043.34,1254232.24
tn74,Wärmeverbund Möhlin Schallen,4313,Möhlin,"AEW Energie AG, Aarau",Wärmeverbund Möhlin AG,Hauptstrasse 36,628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,2017,2.2,2190,,,5,1,103,2630565.2,1268224.3
tn327,Wärmeverbund Koppigen,3425,Koppigen,Hans-Rudolf und Michael Probst,Hans-Rudolf und Michael Probst,Stöchstrasse 21,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2007,0.075,,,0.19,5,,103,2612393.5,1220080.8
tn328,Wärmeverbund Burgergemeinde Krauchthal,3326,Krauchthal,Christian Schweizer,Christian Schweizer,Oberburgstrasse 22B<br />3400 Burgdorf,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2012,1,1400,32,1.3,5,,103,2609597.2,1206223.5
tn329,Les Résidences du Lac,2520,La Neuveville,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,584775656,https://www.bac.ch/privatkunden/referenzen,info@bac.ch,,0.3,385,5,,5,,101,2574260.8,1212795.2
tn330,Heimstätte Bärau,3552,Langnau im Emmental,Heimstätte Bärau,Heimstätte Bärau,Bäraustrasse 71,344082100,https://www.hsl-luzern.ch/files/HJWXMA1/09_04-Pilotheim-Baerau.pdf,,1997,1.4,,,,5,,103,2628386.6,1197774.2
tn332,Wärmeverbund Lanzenhäusern,3148,Lanzenhäusern,Genossenschaft Wärmeverbund Höhlen-Bühl,Genossenschaft Wärmeverbund Höhlen-Bühl,Höhlen 7,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2010,0.45,,,1.87,5,,103,2594275.5,1188203.4
tn334,TOBA Laupen GmbH,3177,Laupen,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,584775656,https://www.bac.ch/privatkunden/referenzen,info@bac.ch,,0.24,302,,,6,,103,2584870.2,1194736
tn335,Wärmeverbund Laupen,3177,Laupen,BGL Wärmeverbund AG,BGL Wärmeverbund AG,Murtenstrasse 36,317478520,http://bglaupen.ch/files/Praesentation-Orientierungsversammlung--Schre.pdf,energietechnik@amstutzholzenergie.ch,2014,3.35,4400,,2,5,,103,2584544.5,1195308.9
tn336,Wärmeverbund Lauperswil,3438,Lauperswil,Wärmeverbund Lauperswil AG,Wärmeverbund Lauperswil AG,Dorstrasse 1,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2014,0.4,,,1.45,5,,102,2623354.1,1202649.9
tn337,Wärmeverbund Lengnau,2543,Lengnau,Wärme Lengnau,Michael Tobler,Oelestrasse 30,326547195,https://waermelengnau.ch/,info@waermelengnau.ch,2018,6.6,,,,5,1,102,2594135.7,1225059.1
tn339,Wärmeverbund Limpach,3317,Limpach,Wärmeverbund Limpach,Wärmeverbund Limpach,Bürenstrasse 3,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2011,0.15,,,0.9,5,,103,2604379,1217493.2
tn340,Wärmeverbund Lützelflüh,3432,Lützelflüh,Wärmeverbund Bifang AG,Wärmeverbund Bifang AG,Bifang 20,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2007,0.35,939.4,25,1.3,5,,103,2619366.3,1206516.1
tn341,Fernwärme Lyss Nord,3250,Lyss,Energie Seeland AG,Energie Seeland AG,Beundengasse 1,323870222,http://www.esag-lyss.ch/de/waerme/Waerme-Lyss-Nord/index.php,esag@esag-lyss.ch,2015,1.5,3000,,3,14,,103,2590225.8,1215498
tn342,Neue Försterschule Lyss,3250,Lyss,BZW-LYSS,BZW-LYSS,Hardernstrasse 20,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2011,0.75,,,,5,,103,2590488,1214266.5
tn343,Wärmeverbund Stigli,3250,Lyss,Energie Seeland AG,Energie Seeland AG,Beundengasse 1,323870222,http://www.esag-lyss.ch/de/waerme/Waermeverbund-Stigli/index.php,esag@esag-lyss.ch,2017,,,,,7,,103,2589134.4,1213411.8
tn344,Wärmeverbund Lyssach,3421,Lyssach,Manfred Christen,Manfred Christen,Dorfstrasse 22,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2010,0.45,,,1.5,5,,103,2610653.9,1212844.7
tn345,Wärmeverbund Madiswil,4934,Madiswil,Hans Bärtschi,Hans Bärtschi,Bänackerstrasse 1,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2013,0.15,,,0.47,5,,103,2627404.3,1223713.5
tn346,Wärmeverbund Eco Lignière Malleray,2735,Malleray,,,,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2015,0.45,,,,5,,103,2587329.4,1231665.8
tn347,Wärmeverbund Malleray,2735,Malleray,,,,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2017,0.505,,,,5,,101,2587324.8,1231980.1
tn348,Wärmeverbund Mamishaus,3152,Mamishaus,Michael Stoll,Michael Stoll,Hostatt 351,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2010,0.2,,,0.77,5,,103,2594659.8,1184637.3
tn350,Wärmeverbund Grächwil-Meikirch,3045,Meikirch,Rudolf Moser,Rudolf Moser,Grächliwilstrasse 29,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2012,0.075,,,0.265,5,,103,2595163.5,1207123.5
tn351,Fernheizkraftwerk Meiringen AG,3860,Meiringen,FHKW Meiringen AG,Fernheizkraftwerk Meiringen AG,Kreuzgasse 4,339726000,https://fernheizung-meiringen.ch/Anlage,info@fhkw-meiringen.ch,2014,5.2,12000,66,4.5,5,,103,2657110.9,1174932.7
tn75,Wärmeverbund Möhlin Storebode,4313,Möhlin,"AEW Energie AG, Aarau",Wärmeverbund Möhlin AG,Hauptstrasse 36,628342111,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,1999,0.55,995,,,5,,103,2630425.4,1268799.4
tn331,Wärmeverbund Langnau,3550,Langnau im Emmental,EBL,,"Mühlemattstrasse 6, 4410 Liestal",800325000,https://langnau-ie.ch/wirtschaft-umwelt/energie-umwelt/waermeverbund,info@ebl.ch,2012,8.11,15826,,,5,,103,2626669.8,1198368.4
tn349,Wärmeverbund Mattstetten,3322,Mattstetten,HSJ Spring GmbH,HSJ Spring GmbH,Scheuergasse 4d,318594473,,HSJ.spring@gmx.ch,2007,0.45,,,,5,,103,2605720.5,1208704.2
tn1168,Wärmeverbund Gürtler,3419,Hasle bei Burgdorf,Gürtler Holz GmbH,Michael Gürtler,Biembachstrasse 41,344611350,https://guertler-holz.ch,info@guertler-holz.ch,2009,0.63,,,,5,,103,2615437.022,1206797.638
tn76,Wärmeverbund Mühlau,5642,Mühlau,Gemeinde Mühlau,Gemeinde Mühlau,Kestenbergstrasse,412686011,https://www.amstutzholzenergie.ch/energietechnik/referenzen/,energietechnik@amstutzholzenergie.ch,2015,0.55,1100,,0.45,5,,102,2671906.3,1231455.2
tn77,EFA Energie Freiamt AG,5630,Muri,EFA Energie Freiamt AG,EFA Energie Freiamt AG,Seetalstrasse 4,566758000,https://www.efa-freiamt.ch,info@efa-freiamt.ch,1991,2.5,4800,300,4,15,12,103,2668275.4,1237119.9
tn78,Wärmeverbund Muri Pflegi,5630,Muri,"AEW Energie AG, Aarau",Pflegimuri,Nordklosterrain 1,566759200,https://www.aew.ch/privatkunden/waerme/aew-anlagen/referenzanlagen.html,info@aew.ch,2010,2.4,,,,5,1,103,2668122.8,1236560.2
tn358,Wärmeverbund Münchenbuchsee Riedli,3053,Münchenbuchsee,Einwohnergemeinde Münchenbuchsee,Gemeindeverwaltung,Bernstrasse 8 + 12,619759966,https://www.gunep.ch/referenzen,info@gunep.ch,2016,2.95,,,,5,1,103,2599924.3,1208240.9
tn359,Wärmeverbund Münchringen,3303,Münchringen,Peter Kunz,Peter Kunz,Hauptstrasse 9,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2007,0.55,1210,,1.8,5,,103,2606252.8,1210604.5
tn360,Wärmeverbünde Nord u Süd Münsingen,3110,Münsingen,Gemeinde Münsingen,Energie- und Wasserversorgung,Thunstrasse 2,317245250,https://www.eicher-pauli.ch/de/Referenzen,energie-wasser@muensingen.ch,2014,21.52,,,,3,2,102,2609220.3,1191305.1
tn361,Wärmeverbund Siloah,3074,Muri b. Bern,Energieverbund Siloah AG,Energieverbund Siloah AG,Belpstrasse 4,319508872,https://www.ev-siloah.ch,info@ev-siloah.ch,1994,2.5,4000,6,4,14,2,103,2605462.8,1197879.8
tn362,Wärmeverbund Niederbipp,4703,Niederbipp,,,,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2015,1.72,3200,57,2,5,,103,2619209.6,1235609.1
tn363,Wärmeverbund Oberried Niederscherli,3145,Niederscherli,Fritz König,Fritz König,Oberriedgässli 11,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2010,0.1,,,0.2,5,,103,2594615,1193083.5
tn364,Wärmeverbund Noflen,3116,Noflen,Heinz und Monika Stucki,Heinz und Monika Stucki,Hubmatt 41,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2011,0.1,,,0.33,5,,103,2607845.4,1183980.5
tn365,Wärmeverbund Oberbalm,3096,Oberbalm,Wärmeverbund Oberbalm,Wärmeverbund Oberbalm,Oberbalmstrasse 219,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2010,0.2,,,0.26,5,,103,2597251.6,1191448.5
tn366,HEWO Oberdiessbach,3672,Oberdiessbach,Heizwerk Oberdiessbach AG,Heizwerk Oberdiessbach AG,Weststrasse 1,317702424,https://www.hewo.ch,info@hewo.ch,2013,2.55,,,,5,,103,2613825.8,1188421
tn103,Wärmeverbund Schöftland,5040,Schöftland,EBL,,"Mühlemattstrasse 6, 4410 Liestal",800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,2002,0.365,476,4,0.44999999,5,1,103,2646166.7,1239446.8
tn368,Wärmeverbund Liebewil,3173,Oberwangen,Heizungsgesellschaft Liebewil,Heizungsgesellschaft Liebewil,Schöneggstrasse 92,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2012,0.15,,,0.4,5,,103,2594493.9,1194690.9
tn369,Wärmeverbund Oey-Diemtigen,3753,Oey,Grosskäserei,Gemeinde Diemtigen,Diemtigtalstrasse 15,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2018,2.4,,,,5,,103,2612580.1,1168301.3
tn370,"Oberfeld, Ostermundigen",3072,Ostermundigen,Energie Wasser Bern,Energie Wasser Bern,Monbijoustrasse 11,313219291,https://www.ewb.ch/nachhaltigkeit/erfolgsgeschichten/leuchtturmprojekt-mit-signalwirkung,martin.bretscher@ewb.ch,2014,0.2,194,,,12,20,103,2604634.1,1200590.5
tn371,Wärmeverbund Pieterlen,2542,Pieterlen,Burgergemeinde Pieterlen,Burgergemeinde Pieterlen,Alte Landstrasse 10,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2013,1.35,2400,14,0.65,5,,103,2591804.9,1224618.2
tn373,Wärmeverbund Frauchwil,3255,Rapperswil,Heizgesellschaft Frauchwil,Heizgesellschaft Frauchwil,Frauchwil 363,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2014,0.25,,,1,5,,103,2596601.9,1212867.3
tn79,Werk- & Wohnheim Murimoos Aristau,5630,Muri,,Murimoos werken und wohnen,Murimoos,566755373,https://www.murimoos.ch,info@murimoos.ch,2007,0.69,,,,5,,103,2667868.7,1238549.1
tn374,Wärmeverbund Rapperswil,3255,Rapperswil,Gemeinde Rapperswil,Gemeinde Rapperswil,Hauptstrasse 29,318797777,https://www.rapperswil-be.ch,,2018,1.2,,,,5,,103,2597203,1212409.4
tn375,RU-Calor SA,2732,Reconvilier,RU Calor SA Reconvilier,RU-Calor SA,p/a secrétariat municipal,324812144,,reconvilier.secrétariat@bluewin.ch,2009,1.4,4503,20,2.20000005,5,1,103,2583556.9,1231408.4
tn376,CAD Renan,2616,Renan,Renan se chauffe SA,Renan se chauffe SA,Place de la Gare 2,,https://www.renan.ch/fileadmin/user_upload/documents/gros/3433-50-A1-RapportGT.pdf,info@rscsa.ch,,,,,,5,,101,2561301.8,1219640.5
tn377,FEWA Reutigen,3647,Reutigen,FEWA Reutigen AG,c/o Gemeindeverwaltung,Dorfplatz 1,,https://www.bernerzeitung.ch/region/oberland/contractor-soll-neu-die-waerme-garantieren/story/28690181,,1990,1.45,,,,5,,102,2614094,1171615.6
tn378,Turnhalle Riffenmatt,3156,Riffenmatt,Gemeinde Guggisberg,,,,https://www.gemeinde-guggisberg.ch,gemeinde-guggisberg@bluewin.ch,1997,,,3,0.2,5,,103,2593440.2,1179154.4
tn380,Wärmeverbund Altersheim Spycher,4914,Roggwil,Gemeindeverband Alters- und Pflegeheim Spycher,Gemeindeverband Alters- und Pflegeheim Spycher,Sekundarschulstrasse 9,629182800,https://www.altersheim-spycher.ch,info@altersheim-spycher.ch,1998,0.43599999,872,6,0.89999998,2,1,103,2629151,1232438.8
tn357,Wohnbaugenossenschaft Regenbogen,3127,Mühlethurnen,Wohnbaugenossenschaft Regenbogen,Wohnbaugenossenschaft Regenbogen,Thurnenweg 26,,,,,,,3,,13,,103,2605840.4,1184976
tn120,Wärmeverbund Gemeinde Sulz,5085,Sulz AG,Gemeinde Sulz,Gemeindeverwaltung,,628673060,https://www.sulz.ch,gemeindekanzlei@sulz.ch,2001,,,5,1,5,,102,2649506,1265015
tn382,Wärmeverbund Rosshäusern,3204,Rosshäusern,Daniel und Theres Fuchs,Daniel und Theres Fuchs,Süri 81,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2011,0.06,,,0.3,5,,103,2586979,1196466.9
tn383,Nahwärmeverbund Sägewerk Röthenbach BE,3538,Röthenbach BE,Gemeinde Röthenbach,Gemeinde Röthenbach,Dorf 6,344911405,https://www.roethenbach.ch,info@roethenbach.ch,2007,0.45,,,,5,,103,2623158.7,1189415.3
tn384,Altes Schulareal und Bierigut,3113,Rubigen,,,,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2005,0.311,,,,5,,101,2608228.3,1194388.9
tn151,Wärmeverbund Bennwil,4431,Bennwil,EBL,,"Mühlemattstrasse 6, 4410 Liestal",800325000,https://www.baselland.ch/politik-und-behorden/gemeinden/bennwil,gemeinde@bennwil.bl.ch,1996,1.182,1788,96,2.29999995,5,1,103,2626118.2,1250637.5
tn386,Wärmeverbund Rüdtligen,3422,Rüdtligen,Bernhard Mellenberger,Bernhard Mellenberger,Dorfstrasse 32,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2012,0.15,,,0.25,5,,103,2610067.7,1215015
tn387,Wärmeverbund Rüeggisberg,3088,Rüeggisberg,Andi Steller,Andi Steller,Dorfstrasse 12,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2007,0.57,,,1.38,5,,102,2600047.1,1185571.3
tn388,Wärmeverbund Emmenau Hasle Rüegsau,3417,Rüegsau,ADEV Energiegenossenschaft,ADEV Energiegenossenschaft,Kasernenstrasse 63<br />4410 Liestal,619272030,https://www.adev.ch,info@adev.ch,2003,0.8,,,,5,,103,2616796.7,1206814.7
tn389,Wärmeverbund Ruppoldsried,3251,Ruppoldsried,Ulrich Holzer,Ulrich Holzer,Hauptstrasse 30,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2008,0.15,,,0.46,5,,103,2599032,1215224.1
tn390,Wärmeverbund Rüschegg,3153,Rüschegg,Gemeinde Rüschegg,Schule Rüschegg,Bundsacker,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2006,0.15,280,13,0.6,5,,103,2597281.8,1181299.6
tn391,Wärmeverbund Rüschegg bei der Kirche,3153,Rüschegg,Gemischte Gemeinde Rüschegg,Gemischte Gemeinde Rüschegg,Hirschhorn 298a,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2009,0.1,,,0.2,5,,102,2595857.4,1180530
tn392,Wärmeverbund Rüschegg Heubach,3154,Rüschegg-Heubach,Wärmeverbund Rüschegg-Heubach GmbH,Wärmeverbund Rüschegg-Heubach GmbH,Bei der Brücke 621A,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2013,0.32,,,1.22,5,,103,2597608.3,1181262.8
tn393,Wärmeverbund Schafhausen i. E,3415,Schafhausen i.E.,Betriebsgemeinschaft WV Schafhausen,Betriebsgemeinschaft WV Schafhausen,Uetigen 21,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2006,0.22,260,10,0.22,5,,102,2616528.1,1204980.2
tn394,Microverbund U. Pulver Schliern bei Köniz,3098,Schliern,Urs Pulver,Urs Pulver,Sollrütistrasse 4,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2010,0.08,,,,5,,103,2598383.7,1195407.4
tn395,Wärmeverbund Fluehof Schnottwil,3253,Schnottwil,Walter Eberhard,Walter Eberhard,Fluehof 1,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2009,0.1,,,,5,,103,2597239,1217728.2
tn397,Wärmeverbund Lyssbach Schüpfen AG,3054,Schüpfen,wls ag,wls ag,Lyssstrasse 5,318721172,https://www.wlsag.ch/index.php,wlsag@vtxmail.ch,2010,2.54,4200,,3,5,20,103,2595584.2,1210223.1
tn400,Fernheizung Feldstrasse Grasswil,3365,Seeberg,Ch. & M. Luder,,Feldstrasse 2,629681019,,,2001,0.68000001,,3,0.25,5,,103,2617282.6,1221689.1
tn401,Wärmeverbund Seedorf BE,3035,Seedorf,,Altes Schlachthaus,Schwalbenweg,,http://e-energieplan.ch/referenzanlagen.php,,2016,0.9,,,,5,1,103,2590334.9,1209043.9
tn939,Wärmeverbund Madetswil,8322,Madetswil,Andi Wylemann,Andi Wylemann,Oberdorfstrasse 9,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2013,0.15,,,1.02,5,,103,2701987.9,1251957.7
tn402,Alters- und Pflegeheim Frienisberg,3267,Seedorf BE,Genossenschaft APH Friensisberg,Alters- und Pflegeheim Frienisberg,Bernstrasse 137,323919292,,,1996,3,,,,5,1,103,2591872.6,1208440.6
tn396,Wärmeverbund Dorfzentrum,3778,Schönried,EBL,,"Mühlemattstrasse 6, 4410 Liestal",800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,2008,3.744,7984,,,5,,103,2588745.4,1150220.9
tn404,Wärmeverbund Schärmtanne Sigriswil,3655,Sigriswil,Altersheim Schärmtanne,Altersheim Schärmtanne,Sigriswilstrasse 150,338216341,https://www.energieimpuls.ch/referenzen/fernw%C3%A4rme/,info@energieimpuls.ch,2014,0.62,595,3,,5,1,103,2621157.1,1174003.8
tn1147,Wärmeverbund Lupsingen,4419,Lupsingen,Gemeindeverwaltung ,,Liestalerstrasse 14,41619159050,https://www.lupsingen.ch/verwaltung/umwelt/waermeverbund.html/47,gemeinde@lupsingen.ch,2006,,,47,1.2,5,1,102,2619311.509,1255068.933
tn398,Wärmeverbund Schwarzenburg West,3150,Schwarzenburg,Christoph Wüthrich ,Christoph Wüthrich ,,795878212,,wueschee@bluewin.ch,2012,1.74,3600,54,,5,20,103,2591739,1184493.1
tn405,Wärmeverbund Sorvilier,2736,Sorvilier,Société des Energies Renouvelables de Sorvilier ERS,Henri Burkhalter,Clos Beausan 9,619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2012,0.3,366,11,0.62,5,,103,2589903.5,1231937.3
tn407,Wärmeverbund Spiez,3700,Spiez,BKW AG,BKW AG,Viktoriaplatz 2<br />3013 Bern,584775111,https://www.bkw.ch/contents/infrastruktur-content-pages/waermeverbund-spiez/,waerme@bkw.ch,2013,1.65,6000,,4.8,5,3,103,2617868,1171213.1
tn403,Wärmeversorgung Signau,3534,Signau BE,Gemeinde Signau,Gemeindeverwaltung,Dorfstrasse 5,344971125,,info@signau.ch,,,,,,5,,103,2622245.5,1197039.2
tn943,Fernwärmezentrale Bucher-Guyer AG,8166,Niederweningen,Bucher-Guyer AG,Bucher-Guyer AG,Murzlenstrasse 80,448572211,https://www.bucherlandtechnik.ch/,info@bucherlandtechnik.ch,,,,,,1,,103,2670164.4,1262513.899
tn409,Regionaler Wärmeverbund AG Heimberg - Steffisburg,3612,Steffisburg,"Wenger Holzbau, BKW und Fa. Hauenstein",Regionaler Wärmeverbund AG Heimberg-Steffisburg (REWAG),Töpferweg,334390870,https://www.heimberg.ch/fileadmin/Fotos/Erlaeuterungsbericht_RPE_Thun_20130625_01.pdf,,,5,5800,,,5,1,103,2613287.9,1180608.4
tn410,Wave Astra Steffisburg,3612,Steffisburg,NetZulg AG,NetZulg AG,Unterdorfstrasse 52,334394240,https://www.netzulg.ch,info@netzulg.ch,2002,1.6,1820,15,0.80000001,2,3,103,2614664.1,1180266.7
tn411,Wave Kali II Heimberg,3612,Steffisburg,NetZulg AG,NetZulg AG,Unterdorfstrasse 52,334394240,https://www.netzulg.ch,info@netzulg.ch,2003,0.34999999,550,29,0.25,11,,103,2612829.5,1180042.3
tn412,Wave Stuckimatte Steffisburg,3612,Steffisburg,"Stucki's Söhne AG, Steffisburg",NetZulg AG,Unterdorfstrasse 52,334394240,https://www.netzulg.ch,info@netzulg.ch,1992,0.70499998,1252,9,0.40000001,11,3,103,2614197.6,1180305.1
tn413,Wave Zulg Steffisburg,3612,Steffisburg,NetZulg AG,NetZulg AG,Unterdorfstrasse 52,334394240,https://www.netzulg.ch,info@netzulg.ch,2000,1.75,1777,3,0.34999999,2,3,101,2614991.1,1180880.1
tn414,Wärmeverbund Ferenberg,3066,Stettlen,Christian Stettler,Christian Stettler,Ferenberg,333347878,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2009,0.2,,,0.585,5,,103,2606830.6,1201943.1
tn1136,Wärmeverbund Dorfzentrum,4432,Lampenberg,EBL,,"Mühlemattstrasse 6, 4410 Liestal",800325000,https://www.ebl.ch/de/unternehmen/standorte.html,info@ebl.ch,,0.347,455,12,,5,,103,2624153.848,1252826.197
tn417,Lükon Thermal Solutions AG,2575,Täuffelen,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,584775656,https://www.bac.ch/privatkunden/referenzen,info@bac.ch,2009,0.7,,,,6,,103,2582040.5,1213286
